ID,Author,*,/,>,<,[,],"""",4,0,5,@,9,1,6,2,),?,.,(,$
1124,"Shakespeare, William",0.946808510638298,0.009661835748792268,0.03636363636363636,0.034188034188034185,0.026987951807228915,0.02757619738751814,0.0,0.010080645161290322,0.015192135835567468,0.0091324200913242,0.2727272727272727,0.035527690700104496,0.04049844236760125,0.0099009900990099,0.03727506426735218,0.02331002331002331,0.02382903612179285,0.018595953016326616,0.02097902097902098,0.0
1125,"Shakespeare, William",0.9787234042553192,0.0,0.040909090909090916,0.038461538461538464,0.019759036144578312,0.01983551040154814,0.00017664723547076492,0.006048387096774193,0.015192135835567468,0.01598173515981735,0.2727272727272727,0.03970741901776385,0.04153686396677049,0.0099009900990099,0.03598971722365038,0.025641025641025644,0.014814347853495552,0.0160954802378601,0.02331002331002331,0.0
1126,"Shakespeare, William",0.946808510638298,0.009661835748792268,0.031818181818181815,0.02991452991452992,0.02795180722891566,0.028059990324141262,0.0,0.004032258064516129,0.015192135835567468,0.00684931506849315,0.2727272727272727,0.030303030303030307,0.029075804776739364,0.01485148514851485,0.028277634961439587,0.022144522144522148,0.019101052764294267,0.014645626273875313,0.01981351981351981,0.0
1127,"Shakespeare, William",0.946808510638298,0.009661835748792268,0.03636363636363636,0.034188034188034185,0.022650602409638555,0.022738268021286888,0.0012870012870012874,0.0,0.017873100983020553,0.00228310502283105,0.2727272727272727,0.03448275862068966,0.03426791277258567,0.007425742574257426,0.026992287917737792,0.02797202797202797,0.029880854819391036,0.020445042129814458,0.025641025641025644,0.0
1128,"Shakespeare, William",0.946808510638298,0.009661835748792268,0.03636363636363636,0.034188034188034185,0.07421686746987953,0.07402031930333818,0.0,0.0,0.014298480786416441,0.0045662100456621,0.2727272727272727,0.03448275862068966,0.038421599169262716,0.0099009900990099,0.03213367609254498,0.045454545454545456,0.02742230347349177,0.0212365083033907,0.043123543123543134,0.0
1129,"Shakespeare, William",0.946808510638298,0.009661835748792268,0.03636363636363636,0.034188034188034185,0.015421686746987953,0.014997581035316884,0.0014636485224720519,0.0,0.017873100983020553,0.0,0.2727272727272727,0.03761755485893417,0.03426791277258567,0.0099009900990099,0.026992287917737792,0.026806526806526808,0.015066506965895482,0.013006660923283814,0.024475524475524483,0.0
1130,"Shakespeare, William",0.946808510638298,0.009661835748792268,0.01818181818181818,0.021367521367521368,0.03855421686746988,0.0382196419932269,0.0013879425644131526,0.036290322580645164,0.01966041108132261,0.01141552511415525,0.2727272727272727,0.02403343782654128,0.04049844236760125,0.012376237623762377,0.026992287917737792,0.016317016317016316,0.01739897875559478,0.0203679967500858,0.013986013986013988,0.0
1131,"Shakespeare, William",0.946808510638298,0.009661835748792268,0.031818181818181815,0.02991452991452992,0.02795180722891566,0.028059990324141262,0.0,0.0,0.016979445933869526,0.0,0.2727272727272727,0.030303030303030307,0.03426791277258567,0.007425742574257426,0.021850899742930592,0.02097902097902098,0.01960537098909412,0.01832279212456137,0.01864801864801865,0.0
1132,"Shakespeare, William",0.946808510638298,0.009661835748792268,0.03636363636363636,0.034188034188034185,0.025542168674698797,0.02564102564102564,0.0,0.0,0.017873100983020553,0.0,0.2727272727272727,0.03448275862068966,0.03426791277258567,0.007425742574257426,0.026992287917737792,0.02331002331002331,0.016138183193595158,0.013342858943917969,0.02097902097902098,0.0
1133,"Shakespeare, William",0.946808510638298,0.009661835748792268,0.031818181818181815,0.02991452991452992,0.04048192771084338,0.040638606676342524,0.0,0.0,0.013404825737265414,0.0045662100456621,0.2727272727272727,0.031347962382445145,0.03115264797507788,0.007425742574257426,0.021850899742930592,0.022144522144522148,0.02092920632919372,0.01668382677396987,0.01981351981351981,0.0
1134,"Shakespeare, William",0.946808510638298,0.009661835748792268,0.03636363636363636,0.034188034188034185,0.02939759036144578,0.02951136913401064,0.00025235319352966416,0.006048387096774193,0.013404825737265414,0.0045662100456621,0.2727272727272727,0.03657262277951934,0.0363447559709242,0.007425742574257426,0.023136246786632387,0.02331002331002331,0.014814347853495552,0.014008250859756396,0.02097902097902098,0.0
1135,"Shakespeare, William",0.946808510638298,0.009661835748792268,0.03636363636363636,0.034188034188034185,0.03614457831325301,0.0362844702467344,0.0,0.004032258064516129,0.015192135835567468,0.01141552511415525,0.2727272727272727,0.03448275862068966,0.04049844236760125,0.007425742574257426,0.028277634961439587,0.02331002331002331,0.010968921389396707,0.010457159266808149,0.02097902097902098,0.0
1136,"Shakespeare, William",0.946808510638298,0.009661835748792268,0.03636363636363636,0.034188034188034185,0.02795180722891566,0.028059990324141262,5.047063870593281e-05,0.008064516129032258,0.017873100983020553,0.0045662100456621,0.2727272727272727,0.035527690700104496,0.04361370716510903,0.017326732673267325,0.03084832904884318,0.02331002331002331,0.015318666078295403,0.013237797062469794,0.02097902097902098,0.0
1137,"Shakespeare, William",0.2340425531914893,0.0,0.013636363636363636,0.012820512820512822,0.002891566265060241,0.002902757619738752,0.0004542357483533954,0.0,0.009830205540661306,0.0,0.2727272727272727,0.014629049111807738,0.016614745586708203,0.007425742574257426,0.016709511568123392,0.010489510489510492,0.0005043182247998487,0.00018911138660671146,0.00815850815850816,0.0
119,"Twain, Mark",0.13829787234042554,0.05314009661835748,0.0,0.0,0.03903614457831325,0.03967102080309628,0.05857117621823504,0.21370967741935484,0.14030384271671134,0.273972602739726,0.09090909090909093,0.09613375130616512,0.3842159916926272,0.2524752475247525,0.34061696658097684,0.10722610722610723,0.02168568366639349,0.04952617091466874,0.10722610722610723,0.07352941176470587
1213,"Twain, Mark",0.07446808510638298,0.0676328502415459,0.0,0.0,0.016867469879518072,0.016932752781809383,0.019027430792136674,0.02217741935483871,0.0160857908847185,0.0319634703196347,0.1818181818181818,0.0010449320794148377,0.0529595015576324,0.02227722772277228,0.010282776349614392,0.01282051282051282,0.006177898253798146,0.0074663977082501595,0.01282051282051282,0.16176470588235295
1219,"Meredith, George",0.10106382978723404,0.0676328502415459,0.0,0.0,0.0014457831325301205,0.001451378809869376,5.047063870593281e-05,0.02217741935483871,0.0008936550491510271,0.0228310502283105,0.1818181818181818,0.007314524555903867,0.05503634475597092,0.02227722772277228,0.010282776349614392,0.01165501165501166,0.0013238353400996028,0.005176048692679989,0.01165501165501166,0.029411764705882356
12842,"Shakespeare, William",0.07446808510638298,0.05797101449275361,0.0,0.0,0.01108433734939759,0.0004837929366231253,0.00010094127741186572,0.02620967741935484,0.0008936550491510271,0.0182648401826484,0.09090909090909093,0.0,0.058151609553478714,0.02227722772277228,0.016709511568123392,0.01282051282051282,0.0020172728991993947,0.0037472071049848357,0.01282051282051282,0.029411764705882356
1396,"Lytton, Edward Bulwer Lytton, Baron",0.05319148936170212,0.05797101449275361,0.0,0.0,0.0,0.0,0.17001034648093472,0.08870967741935484,0.0160857908847185,0.06164383561643835,0.09090909090909093,0.02298850574712644,0.11734164070612667,0.04702970297029703,0.04241645244215938,0.3682983682983683,0.05383597049738385,0.04751598691629369,0.3671328671328672,0.029411764705882356
14195,"Lytton, Edward Bulwer Lytton, Baron",0.0797872340425532,0.06038647342995169,0.0,0.0,0.0004819277108433735,0.0004837929366231253,0.00436571024806319,0.028225806451612906,0.0008936550491510271,0.02968036529680365,0.09090909090909093,0.00626959247648903,0.05192107995846313,0.01485148514851485,0.0012853470437017985,0.017482517482517484,0.0020172728991993947,0.00400635974589033,0.017482517482517484,0.029411764705882356
142,"Twain, Mark",0.05319148936170212,0.05555555555555555,0.0,0.0,0.0,0.0,0.041915865445277214,0.09879032258064516,0.09204647006255584,0.1095890410958904,0.09090909090909093,0.02089864158829676,0.11318795430944965,0.07425742574257425,0.06940874035989716,0.10372960372960373,0.026854945470591945,0.031406498427573835,0.10372960372960373,0.16176470588235295
1500,"Shakespeare, William",0.9574468085106382,0.033816425120772944,0.002272727272727273,0.002136752136752137,0.10024096385542168,0.09917755200774067,0.00030282383223559703,0.0,0.018766756032171584,0.00228310502283105,0.3636363636363637,0.005224660397074192,0.005192107995846313,0.0,0.006426735218508995,0.0011655011655011677,0.014246989850595726,0.012152157620838672,0.0011655011655011677,0.014705882352941175
1501,"Shakespeare, William",0.9574468085106382,0.033816425120772944,0.002272727272727273,0.002136752136752137,0.11373493975903612,0.11417513304305756,0.00030282383223559703,0.0,0.0160857908847185,0.00228310502283105,0.3636363636363637,0.005224660397074192,0.020768431983385245,0.0,0.019280205655526992,0.0011655011655011677,0.018659774317594403,0.015177939806546057,0.0011655011655011677,0.014705882352941175
1502,"Shakespeare, William",0.9574468085106382,0.033816425120772944,0.002272727272727273,0.002136752136752137,0.1055421686746988,0.10595065312046444,0.00030282383223559703,0.0,0.0160857908847185,0.00228310502283105,0.3636363636363637,0.005224660397074192,0.015576323987538944,0.0,0.029562982005141382,0.0011655011655011677,0.01840761520519448,0.015177939806546057,0.0011655011655011677,0.014705882352941175
1503,"Shakespeare, William",0.24468085106382975,0.024154589371980676,0.002272727272727273,0.002136752136752137,0.12578313253012047,0.1262699564586357,0.0018674136321195146,0.0,0.014298480786416441,0.00228310502283105,0.3636363636363637,0.005224660397074192,0.0,0.0,0.008997429305912595,0.0,0.02319863834079304,0.01737723519152781,0.0,0.014705882352941175
1504,"Shakespeare, William",0.9574468085106382,0.033816425120772944,0.002272727272727273,0.002136752136752137,0.043855421686746984,0.0440251572327044,0.00032805915158856344,0.012096774193548387,0.014298480786416441,0.00228310502283105,0.3636363636363637,0.005224660397074192,0.005192107995846313,0.0049504950495049506,0.01413881748071979,0.0011655011655011677,0.014688268297295594,0.009140383685991049,0.0011655011655011677,0.014705882352941175
1505,"Shakespeare, William",0.9574468085106382,0.033816425120772944,0.002272727272727273,0.002136752136752137,0.009156626506024095,0.009192065795839382,0.00035329447094152984,0.0,0.0160857908847185,0.0091324200913242,0.3636363636363637,0.005224660397074192,0.0020768431983385245,0.0,0.006426735218508995,0.01981351981351981,0.004349744688898695,0.0022062995104116323,0.01981351981351981,0.014705882352941175
1506,"Shakespeare, William",0.9574468085106382,0.033816425120772944,0.002272727272727273,0.002136752136752137,0.009156626506024095,0.009192065795839382,0.0004794710677063618,0.0020161290322580645,0.0160857908847185,0.00228310502283105,0.3636363636363637,0.005224660397074192,0.0020768431983385245,0.007425742574257426,0.006426735218508995,0.0011655011655011677,0.004286704910798714,0.0021922912595518764,0.0011655011655011677,0.014705882352941175
1507,"Shakespeare, William",0.9574468085106382,0.033816425120772944,0.002272727272727273,0.002136752136752137,0.08963855421686746,0.0899854862119013,0.00030282383223559703,0.0,0.0160857908847185,0.00228310502283105,0.3636363636363637,0.005224660397074192,0.0031152647975077885,0.0,0.006426735218508995,0.0011655011655011677,0.014246989850595726,0.010275052005631316,0.0011655011655011677,0.014705882352941175
1508,"Shakespeare, William",0.24468085106382975,0.024154589371980676,0.002272727272727273,0.002136752136752137,0.09590361445783133,0.09675858732462506,0.00030282383223559703,0.0,0.012511170688114387,0.00228310502283105,0.3636363636363637,0.005224660397074192,0.0,0.0,0.006426735218508995,0.0,0.020866166551093742,0.01458258914500641,0.0,0.014705882352941175
1509,"Shakespeare, William",0.9574468085106382,0.033816425120772944,0.002272727272727273,0.002136752136752137,0.07228915662650602,0.07256894049346879,0.00032805915158856344,0.012096774193548387,0.014298480786416441,0.00684931506849315,0.3636363636363637,0.008359456635318705,0.0020768431983385245,0.002475247524752475,0.016709511568123392,0.0011655011655011677,0.01689466053079493,0.013496949703375286,0.0011655011655011677,0.014705882352941175
1510,"Shakespeare, William",0.9574468085106382,0.033816425120772944,0.002272727272727273,0.002136752136752137,0.06650602409638554,0.06579583938074504,0.00030282383223559703,0.0,0.0160857908847185,0.00228310502283105,1.0,0.005224660397074192,0.005192107995846313,0.0,0.006426735218508995,0.0011655011655011677,0.01878585387379436,0.016158517366729006,0.0011655011655011677,0.014705882352941175
1511,"Shakespeare, William",0.9574468085106382,0.033816425120772944,0.002272727272727273,0.002136752136752137,0.06072289156626505,0.06095791001451379,0.00030282383223559703,0.004032258064516129,0.013404825737265414,0.0045662100456621,0.3636363636363637,0.005224660397074192,0.013499480789200416,0.002475247524752475,0.010282776349614392,0.0011655011655011677,0.013679631847695896,0.00940654045232642,0.0011655011655011677,0.014705882352941175
1512,"Shakespeare, William",0.9574468085106382,0.033816425120772944,0.002272727272727273,0.002136752136752137,0.07662650602409637,0.07692307692307693,0.00030282383223559703,0.0020161290322580645,0.013404825737265414,0.0045662100456621,0.3636363636363637,0.005224660397074192,0.006230529595015577,0.0,0.011568123393316195,0.0011655011655011677,0.014814347853495552,0.010856394416311206,0.0011655011655011677,0.014705882352941175
1513,"Shakespeare, William",0.24468085106382975,0.026570048309178744,0.002272727272727273,0.002136752136752137,0.10843373493975902,0.1088534107402032,0.00030282383223559703,0.0,0.009830205540661306,0.00228310502283105,0.3636363636363637,0.005224660397074192,0.02803738317757009,0.0,0.023136246786632387,0.0,0.02263128033789321,0.014190358120933229,0.0,0.014705882352941175
1514,"Shakespeare, William",0.24468085106382975,0.024154589371980676,0.002272727272727273,0.002136752136752137,0.06939759036144577,0.06966618287373004,0.00030282383223559703,0.006048387096774193,0.01161751563896336,0.00228310502283105,0.3636363636363637,0.005224660397074192,0.0031152647975077885,0.0,0.008997429305912595,0.0,0.0116623589484965,0.006065572622274518,0.0,0.014705882352941175
1515,"Shakespeare, William",0.24468085106382975,0.024154589371980676,0.002272727272727273,0.002136752136752137,0.06650602409638554,0.06676342525399129,0.00030282383223559703,0.006048387096774193,0.009830205540661306,0.0136986301369863,0.3636363636363637,0.00626959247648903,0.004153686396677049,0.002475247524752475,0.011568123393316195,0.0,0.013427472735295973,0.011577819335588659,0.0011655011655011677,0.014705882352941175
1516,"Shakespeare, William",0.9574468085106382,0.033816425120772944,0.002272727272727273,0.002136752136752137,0.09012048192771084,0.09046927914852444,0.00030282383223559703,0.0020161290322580645,0.013404825737265414,0.0045662100456621,0.3636363636363637,0.005224660397074192,0.015576323987538944,0.0099009900990099,0.016709511568123392,0.002331002331002332,0.01929017209859421,0.014092300364914934,0.0034965034965034995,0.014705882352941175
1517,"Shakespeare, William",0.2712765957446809,0.05072463768115942,0.002272727272727273,0.002136752136752137,0.1127710843373494,0.11223996129656506,0.00035329447094152984,0.028225806451612906,0.0679177837354781,0.0228310502283105,0.09090909090909093,0.0219435736677116,0.03115264797507788,0.012376237623762377,0.05141388174807197,0.0034965034965034995,0.021622643888293512,0.01846987875858881,0.0034965034965034995,0.014705882352941175
1518,"Shakespeare, William",0.9574468085106382,0.033816425120772944,0.002272727272727273,0.002136752136752137,0.0833734939759036,0.08369617803580068,0.002397355338531809,0.0,0.013404825737265414,0.00228310502283105,0.3636363636363637,0.005224660397074192,0.0072689511941848375,0.0,0.010282776349614392,0.0011655011655011677,0.020550967660593836,0.015360047067722888,0.0011655011655011677,0.014705882352941175
1519,"Shakespeare, William",0.24468085106382975,0.024154589371980676,0.002272727272727273,0.002136752136752137,0.0655421686746988,0.06627963231736816,0.00030282383223559703,0.006048387096774193,0.009830205540661306,0.00684931506849315,0.3636363636363637,0.008359456635318705,0.006230529595015577,0.0,0.012853470437017992,0.0,0.018344575427094497,0.015283001687994228,0.0,0.014705882352941175
1520,"Shakespeare, William",0.9574468085106382,0.033816425120772944,0.004545454545454545,0.002136752136752137,0.06698795180722891,0.06724721819061441,0.00030282383223559703,0.0,0.012511170688114387,0.00684931506849315,0.3636363636363637,0.007314524555903867,0.01142263759086189,0.0,0.026992287917737792,0.016317016317016316,0.01935321187669419,0.015409075945732034,0.016317016317016316,0.014705882352941175
1521,"Shakespeare, William",0.24468085106382975,0.024154589371980676,0.002272727272727273,0.002136752136752137,0.08578313253012047,0.08176100628930817,0.0021197668256491787,0.0,0.009830205540661306,0.00228310502283105,0.3636363636363637,0.005224660397074192,0.0031152647975077885,0.0,0.010282776349614392,0.0,0.01336443295719599,0.014967816043649709,0.0,0.014705882352941175
1522,"Shakespeare, William",0.24468085106382975,0.024154589371980676,0.002272727272727273,0.002136752136752137,0.08674698795180723,0.08659893565553943,0.002271178741766977,0.0,0.009830205540661306,0.00228310502283105,0.3636363636363637,0.005224660397074192,0.0,0.0,0.01413881748071979,0.0,0.018092416314694573,0.013609015710253336,0.0,0.014705882352941175
1523,"Shakespeare, William",0.24468085106382975,0.024154589371980676,0.002272727272727273,0.002136752136752137,0.07903614457831325,0.07982583454281568,0.0009589421354127236,0.0,0.009830205540661306,0.00228310502283105,0.3636363636363637,0.005224660397074192,0.0031152647975077885,0.0,0.012853470437017992,0.0,0.019164092542394248,0.013349863069347843,0.0,0.014705882352941175
1524,"Shakespeare, William",0.24468085106382975,0.024154589371980676,0.002272727272727273,0.002136752136752137,0.12915662650602408,0.1296565070149976,0.00030282383223559703,0.006048387096774193,0.01161751563896336,0.00228310502283105,0.3636363636363637,0.00626959247648903,0.037383177570093455,0.002475247524752475,0.028277634961439587,0.0,0.02729622391729181,0.018946159287820532,0.0,0.014705882352941175
1525,"Shakespeare, William",0.24468085106382975,0.024154589371980676,0.002272727272727273,0.002136752136752137,0.009156626506024095,0.009192065795839382,0.00030282383223559703,0.0,0.009830205540661306,0.0091324200913242,0.3636363636363637,0.005224660397074192,0.0,0.0,0.010282776349614392,0.0,0.00025215911239992434,0.0,0.0,0.014705882352941175
