ID,Author,;,"""",!,-,?
11413,"Doyle, Arthur Conan",0.011337868480725623,0.214605282147496,0.08869781649507863,0.051659176540015436,0.08209240168003057
1142,"Conrad, Joseph",0.010000581429152857,0.033915427911675566,0.011313497001923294,0.034363793181715015,0.015463917525773196
1143,"Conrad, Joseph",0.020524449095877667,0.01977197286765767,0.012557981672134856,0.06359798447501022,0.010500190912562045
1144,"James, Henry",0.019245304959590672,0.04481166113436282,0.015838895802692612,0.04929865177720278,0.025391370752195497
11484,"Verne, Jules",0.0040118611547182974,0.008045894068408138,0.035184975675981445,0.13936175041990104,0.0506872852233677
11496,"Quiller-Couch, Arthur",0.005116576545147973,0.011906480011545676,0.0020364294603461928,0.012574333832675113,0.003054600992745323
11505,"Chesterton, G. K. (Gilbert Keith)",0.03366474795046223,0.018833886563717702,0.0023758343704038923,0.022379590539743068,0.00859106529209622
11554,"Chesterton, G. K. (Gilbert Keith)",0.023082737368451654,0.008081974310867369,0.0,0.02010985519088474,0.0010500190912562048
11556,"Verne, Jules",0.0029652886795743932,0.03763169288497618,0.02353207376400045,0.05492759544237142,0.03426880488736159
11557,"Morley, John",0.013314727600441886,0.0015875306682060905,0.0006788098201153977,0.02283353760951473,0.008686521573119511
11560,"Chesterton, G. K. (Gilbert Keith)",0.008140008140008141,0.003463703276086015,0.00011313497001923294,0.004993417767488311,0.001145475372279496
11565,"Henty, G. A. (George Alfred)",0.018954590383161808,0.0851493722037812,0.008032582871365539,0.02060919696763357,0.016227567773959527
11572,"McCutcheon, George Barr",0.0219198790627362,0.15904170876028287,0.06652336237130897,0.09923282945208588,0.05670103092783505
11573,"Cooper, James Fenimore",0.07744636316064887,0.02922499639197575,0.0192329449032696,0.07422034590766717,0.006681939671630393
11589,"Verne, Jules",0.01552415838130124,0.023379997113580603,0.1147188595995022,0.1036815107358482,0.028732340588010687
1160,"London, Jack",0.003488574917146345,0.01187039976908645,0.005996153411019345,0.016069726269916932,0.0057273768613974796
11602,"Ballantyne, R. M. (Robert Michael)",0.03116460259317402,0.08406696493000433,0.04423577327752008,0.0833900767170548,0.020141275295914474
11605,"Chesterton, G. K. (Gilbert Keith)",0.01395429966858538,0.004979073459373646,0.0005656748500961646,0.009305914930319126,0.002577319587628866
11609,"Henty, G. A. (George Alfred)",0.01221001221001221,0.056321258478856974,0.015952030772711845,0.017930909255980752,0.011741122565864834
1161,"London, Jack",0.008430722716437002,0.038641939673834606,0.01040841724176943,0.06691179808434337,0.008781977854142803
1162,"London, Jack",0.013024013024013023,0.0734593736469909,0.017875325263038803,0.09296835988923692,0.02682321496754486
1163,"London, Jack",0.014826443397871968,0.10387501804012124,0.016630840592827243,0.09060783512642427,0.03398243604429172
1164,"London, Jack",0.015175300889586603,0.0800981382594891,0.013010521552211787,0.052476281265604434,0.029018709431080567
11640,"Wells, H. G. (Herbert George)",0.007267864410721553,0.1245129167268004,0.046272202737866266,0.10599664079168372,0.0451508209240168
11641,"Bennett, Arnold",0.010872725158439444,0.012700245345648722,0.008145717841384773,0.031776294884016516,0.0035318823978617796
11643,"Trollope, Anthony",0.06756206756206756,0.0027420984269014284,0.0566806199796357,0.2202551182532117,0.10834287896143567
11656,"Doyle, Arthur Conan",0.015466015466015462,0.050837061625054115,0.03360108609571218,0.024013799990921063,0.01632302405498282
11667,"Abbott, Jacob",0.02633874062445491,0.04012122961466301,0.008032582871365539,0.056879567842389574,0.010691103474608629
11681,"Abbott, Jacob",0.010640153497296356,0.05642949920623466,0.005317343590903948,0.019201961051341414,0.01345933562428408
11688,"Abbott, Jacob",0.009651723937438223,0.004618271034781353,0.0009050797601538637,0.0074447319442553,0.000286368843069874
11696,"Wells, H. G. (Herbert George)",0.013372870515727659,0.11870399769086447,0.05419165063921258,0.1064051931544782,0.04438717067583047
11730,"Davis, Richard Harding",0.006628292342578056,0.01746283735026699,0.0038465889806539202,0.022288801125788738,0.0029591447117220315
11766,"Balzac, Honoré de",0.05099133670562242,0.009200461827103478,0.04434890824753932,0.0756729765309365,0.020332187857961054
1187,"London, Jack",0.010175010175010176,0.015225862317794775,0.0010182147301730964,0.02201643288392573,0.003627338678885071
11870,"Wells, H. G. (Herbert George)",0.03186231757660329,0.17787559532400055,0.08371987781423237,0.1847110626900904,0.06090110729285988
11881,"Altsheler, Joseph A. (Joseph Alexander)",0.000407000407000407,0.12332226872564582,0.02805747256476977,0.00821644196286713,0.026536846124474992
11882,"Haggard, H. Rider (Henry Rider)",0.02750159893017036,0.15914994948766056,0.02455028849417355,0.07735258068909166,0.05374188621611303
119,"Twain, Mark",0.09831966974824118,0.08446384759705584,0.04468831315759701,0.2570702256116937,0.03283696067201222
1190,"James, Henry",0.008895866038723181,0.013638331649588685,0.004864803710827015,0.025829588270007718,0.006109201985490646
11904,"Chambers, Robert W. (Robert William)",0.08471422757137043,0.2125847885697792,0.09593845457630952,0.23909392164873575,0.09058801069110348
11913,"Haggard, H. Rider (Henry Rider)",0.030757602186173613,0.08789147063068263,0.03609005543613529,0.07440192473557583,0.02691867124856816
11915,"Burgess, Thornton W. (Thornton Waldo)",0.0009884295598581313,0.016777312743541634,0.018327865143115737,0.008171047255889964,0.006300114547537228
1195,"James, Henry",0.008081865224722368,0.01702987444075624,0.006335558321077044,0.013527622679195607,0.010213822069492172
11957,"Cooper, James Fenimore",0.13035641607070178,0.16632991773704714,0.06889919674171285,0.16060647328521496,0.04772814051164567
1196,"Balzac, Honoré de",0.004593290307576022,0.008334536008081973,0.0019232944903269601,0.008307231376821463,0.004200076365024819
11961,"Altsheler, Joseph A. (Joseph Alexander)",0.0021512878655735802,0.1048131043440612,0.02432401855413508,0.007126968995415134,0.017945780832378768
11978,"Ellis, Edward Sylvester",0.020931449502878074,0.0666762880646558,0.015273220952596447,0.023151300558354897,0.02252768232149676
120,"Stevenson, Robert Louis",0.038606895749752894,0.08998412469331793,0.03405362597578911,0.060329565572654224,0.026727758686521573
1200,"Doré, Gustave",0.1967556253270539,0.001010246788858421,0.07138816608213598,0.20613736438331293,0.10328369606720122
12001,"Morley, John",0.022501308215593933,0.02828691008803579,0.0040728589206923856,0.03772300149802533,0.011454753722794959
