ID,Author,/,_,*,e_E,t_T,n_N,a_A,i_I,h_H,s_S
45424,"Dumas, Alexandre",0.07865168539325842,0.0064897881275052475,0.03831417624521073,0.04607964823788837,0.046836760657861264,0.043292350650538776,0.044366151236380234,0.04466930158596474,0.04495145651308288,0.04628201380612956
45448,"Dumas, Alexandre",0.06741573033707865,0.019278488261118533,0.007662835249042149,0.1841502383373166,0.2952881034442877,0.4116233835971155,0.39952886718656105,0.4397046644488427,0.10141909175625896,0.306745665909653
45617,"Henty, G. A. (George Alfred)",0.17415730337078653,0.012406947890818858,0.01532567049808429,0.0812283504768947,0.09149761359518248,0.0804034891629907,0.08429053648017087,0.0759514485037709,0.08795992269733756,0.07954938951723517
45675,"Burnand, F. C. (Francis Cowley)",0.0898876404494382,0.05516319908379461,0.11111111111111112,0.005313623739541107,0.005497598174149724,0.005526894636983059,0.0057981614831755434,0.005694954951703172,0.00486581483635727,0.005954174442920424
45778,"Scott, Walter",0.0898876404494382,0.1418209581981294,0.4559386973180076,0.047005048437713186,0.044040927420909384,0.04494306045575502,0.04586162018865916,0.043660652874448314,0.04427182684870736,0.04796843028354282
45822,"Dumas, Alexandre",0.0898876404494382,0.007635044855888528,0.03524904214559387,0.05543048164824669,0.05503458166593417,0.05278890404801776,0.054393176128812934,0.05607725888182368,0.054072253389288116,0.05691543183504597
45896,"Lang, Andrew",0.17415730337078653,0.3390914296621492,0.02298850574712644,0.06521155462832141,0.0632138974347112,0.0636577342715199,0.06624360863010924,0.06900721294118355,0.059090255236379785,0.07209767724237177
4600,"Howells, William Dean",0.06179775280898876,0.0,0.0061302681992337175,0.09402330115889594,0.10290455151781516,0.09384583563703476,0.0932410297617208,0.09641318101334104,0.10069151275973423,0.09740067006948036
462,"Alger, Horatio, Jr.",0.12921348314606745,0.0,0.01532567049808429,0.028898674730082438,0.028917520606355013,0.02869251850584908,0.03032831638697448,0.032216600793684214,0.029299126696728812,0.030616329008611963
46396,"Burnand, F. C. (Francis Cowley)",0.0898876404494382,0.06489788127505249,0.17624521072796934,0.006073970395996461,0.005963313363095928,0.005938577684790003,0.006229117518792087,0.0063667190041047815,0.005124324279248572,0.006885076338452544
4645,"Howells, William Dean",0.1348314606741573,0.0,0.007662835249042149,0.06750029709637806,0.07126830283824108,0.06244655081202991,0.06260709515028519,0.06505884452572455,0.07434439712053836,0.06700919659119016
4646,"Howells, William Dean",0.1348314606741573,0.0,0.007662835249042149,0.09236616358346647,0.09591728158034744,0.08591049573003139,0.0885915120547503,0.08774642210444629,0.10095419170976896,0.09026600409237064
46480,"Lang, Andrew",0.0898876404494382,0.18419545714831076,0.007662835249042149,0.06013560799123235,0.06044582205670314,0.06055121774652258,0.06577144564287997,0.06894103916885742,0.05042184988523432,0.06553189575697614
46546,"Lang, Andrew",0.0898876404494382,0.035502958579881665,0.007662835249042149,0.008677414953410886,0.010120823791569323,0.009247952523199435,0.010078533581948608,0.009587175923976364,0.0068129746723288595,0.010116250309176351
4660,"Alger, Horatio, Jr.",0.1348314606741573,0.002863141820958198,0.007662835249042149,0.022388962979590574,0.02272597595860995,0.02066768228410506,0.023096496378939128,0.024355958747671387,0.02211715064220834,0.02354687113529557
47060,"Howells, William Dean",0.20224719101123595,0.03092193166634854,0.01455938697318008,0.05091461670165802,0.05324728397060751,0.0502909624632568,0.04842846988286924,0.05419832480092724,0.04940657489581445,0.04984147685112315
471,"Scott, Walter",0.12921348314606745,0.000954380606986066,0.007662835249042149,0.07868212448118167,0.07794715212077752,0.07624688254503655,0.07921693056285263,0.0781211461297367,0.07700245792446105,0.08223191599397386
47166,"Baum, L. Frank (Lyman Frank)",0.10112359550561796,0.0055354075205191824,0.011494252873563218,0.027951267391141687,0.027574348654129367,0.026920491473984412,0.02858045485606755,0.02680438832373814,0.02736864488933086,0.02606750163020259
47221,"Bell, Clara",0.15168539325842698,0.07281924031303684,0.0061302681992337175,0.056955576388980585,0.05627751690530715,0.054089583822248384,0.058587700411726125,0.059600510941732986,0.05207714422116734,0.06405459492276212
4792,"Henty, G. A. (George Alfred)",0.1348314606741573,0.0,0.007662835249042149,0.07204917275164062,0.07114647667954323,0.06904939003289487,0.07271825090226054,0.0643790594100107,0.07378776791689337,0.0713758909900389
4801,"Motley, John Lothrop",0.11797752808988762,9.543806069860659e-05,0.08888888888888889,0.00747912622854854,0.007065917204475185,0.0070344103386142795,0.0071906130564226185,0.0071928885252673545,0.00672124551517388,0.007636093809727249
4802,"Motley, John Lothrop",0.11797752808988762,9.543806069860659e-05,0.053639846743295035,0.01608171690896527,0.015697069232726516,0.015532582624986578,0.014669674774134394,0.015661126117183725,0.013913645337552877,0.0165313785892564
4803,"Motley, John Lothrop",0.11797752808988762,9.543806069860659e-05,0.04904214559386974,0.00719633449090885,0.006632586184296763,0.0068951938490177285,0.0070978974152939595,0.006998377739945097,0.007063145100933346,0.007478694938502011
48032,"Lang, Andrew",0.1797752808988764,0.0022905134567665587,0.056704980842911874,0.016617590746438145,0.017075709560269253,0.01574936258735835,0.015895581584613325,0.014084987176325031,0.019379869202560917,0.01463134935803746
4804,"Motley, John Lothrop",0.11797752808988762,9.543806069860659e-05,0.051340996168582384,0.019015268553118636,0.01873501268379944,0.019265573353168367,0.01874401211484377,0.01888559356871144,0.0185501372810227,0.01900029231218941
4805,"Motley, John Lothrop",0.11797752808988762,9.543806069860659e-05,0.051340996168582384,0.009020726323619385,0.008600309962758207,0.008496183479378059,0.008421670735853138,0.00848026918688476,0.0083765398511069,0.008951498662109593
4806,"Motley, John Lothrop",0.11797752808988762,9.543806069860659e-05,0.051340996168582384,0.010511709998723586,0.010541817985550494,0.010234400792340708,0.009659596240552449,0.009785697240954749,0.009975545840603912,0.010170215636453577
4807,"Motley, John Lothrop",0.11797752808988762,9.543806069860659e-05,0.051340996168582384,0.011448113768106371,0.011363759030942305,0.011200960991539615,0.010027024892432686,0.011664631321851185,0.010694785822841812,0.011820655229015356
4808,"Motley, John Lothrop",0.11797752808988762,9.543806069860659e-05,0.051340996168582384,0.013816081936980357,0.013858882129336204,0.012815872270859605,0.012442782430729396,0.013158554363759234,0.013183981587456456,0.013498077485215748
4809,"Motley, John Lothrop",0.11797752808988762,9.543806069860659e-05,0.051340996168582384,0.01156695231933239,0.011647506033479063,0.011240737131424346,0.010051062280873449,0.011478141599841184,0.010957464772876523,0.011908348885840846
4810,"Motley, John Lothrop",0.11797752808988762,9.543806069860659e-05,0.04904214559386974,0.019047178904836728,0.01894628083242735,0.017248923061012618,0.016805568432727937,0.016405079739395652,0.01719296270584336,0.01832347716592089
4811,"Motley, John Lothrop",0.1348314606741573,0.0,0.047509578544061314,0.13176774545662612,0.13129621490751234,0.1267884346895671,0.1196890248718292,0.12765923314624206,0.11998173755871187,0.1304836642457221
4812,"Motley, John Lothrop",0.11797752808988762,9.543806069860659e-05,0.04904214559386974,0.010154093988089736,0.00982936627265928,0.009830672972510713,0.00884575894620089,0.00911794372020927,0.00939389959409848,0.010019562431137993
4813,"Motley, John Lothrop",0.11797752808988762,9.543806069860659e-05,0.04904214559386974,0.010783498166805313,0.01033980245657052,0.0098028296745914,0.009582333206278566,0.00931847030301572,0.010075614012045708,0.010278146291008029
4814,"Motley, John Lothrop",0.11797752808988762,9.543806069860659e-05,0.04904214559386974,0.010722978534236509,0.010433870756324551,0.010373617281937258,0.010176400092028855,0.01027698736883055,0.0101735974299158,0.010777325568322352
4815,"Motley, John Lothrop",0.11797752808988762,9.543806069860659e-05,0.04904214559386974,0.012733330692476641,0.01232911568087715,0.012085980103974832,0.011788622073877195,0.01113724640907022,0.012481419633792191,0.012241135070717064
