ID,Author,@,~,*,%,>,<,/,],0,"""",),(,.,[,x_X,4,2,',=,;
1111,"Shakespeare, William",0.2727272727272727,0.5,0.2340425531914893,0.0,0.03636363636363636,0.034188034188034185,0.0,0.01741654571843251,0.013404825737265414,0.00020188255482373133,0.022144522144522148,0.01981351981351981,0.010541208771966688,0.017349397590361446,0.008634891779810258,0.008064516129032258,0.028277634961439587,0.008050930888884027,0.015384615384615384,0.0183138740286618
1112,"Shakespeare, William",0.09090909090909093,0.0,0.7872340425531915,0.0,0.004545454545454545,0.004273504273504274,0.07246376811594203,0.04499274310595065,0.004468275245755139,0.00010094127741186572,0.025641025641025644,0.025641025641025644,0.018336800375421125,0.046265060240963864,0.007157870817474293,0.01411290322580645,0.02056555269922879,0.01084031591152727,0.0,0.015346167363036432
1113,"Shakespeare, William",0.2727272727272727,0.5,0.946808510638298,0.0,0.03636363636363636,0.034188034188034185,0.009661835748792268,0.020319303338171262,0.013404825737265414,0.0,0.02331002331002331,0.02097902097902098,0.009273462069158734,0.02024096385542169,0.007498721808782594,0.004032258064516129,0.023136246786632387,0.005097464394320594,0.015384615384615384,0.01811863016908118
1114,"Shakespeare, William",0.2727272727272727,0.5,0.946808510638298,0.0,0.027272727272727268,0.025641025641025644,0.009661835748792268,0.01790033865505563,0.01161751563896336,0.00040376510964746265,0.01864801864801865,0.017482517482517484,0.011325670820113043,0.017831325301204817,0.00812361529284781,0.006048387096774193,0.02056555269922879,0.007219584764488394,0.015384615384615384,0.020188215080635712
1115,"Shakespeare, William",0.2727272727272727,0.5,0.946808510638298,0.0,0.03636363636363636,0.034188034188034185,0.009661835748792268,0.02951136913401064,0.016979445933869526,0.0,0.038461538461538464,0.03496503496503496,0.016214550370168033,0.030361445783132532,0.009543827756632392,0.0,0.03084832904884318,0.008324400008751013,0.015384615384615384,0.013471826311062515
1116,"Shakespeare, William",0.2727272727272727,0.5,0.946808510638298,0.0,0.045454545454545456,0.042735042735042736,0.009661835748792268,0.0382196419932269,0.0160857908847185,0.0,0.02797202797202797,0.025641025641025644,0.017755457964741234,0.038072289156626506,0.009600636255183773,0.008064516129032258,0.03213367609254498,0.008225951125598898,0.015384615384615384,0.029091335077511812
1117,"Shakespeare, William",0.2727272727272727,0.5,0.946808510638298,0.0,0.03636363636363636,0.034188034188034185,0.009661835748792268,0.025157232704402517,0.016979445933869526,0.0,0.02331002331002331,0.02097902097902098,0.015934385352972903,0.02506024096385542,0.009373402260978242,0.0,0.023136246786632387,0.00980113325603273,0.015384615384615384,0.0231949705181772
1118,"Shakespeare, William",0.09090909090909093,0.0,0.7872340425531915,0.0,0.027272727272727268,0.025641025641025644,0.10386473429951693,0.04644412191582003,0.02680965147453083,7.570595805889927e-05,0.04195804195804195,0.043123543123543134,0.018560932389177227,0.04530120481927711,0.007896381298642277,0.028225806451612906,0.04241645244215938,0.0070992583517469204,0.0,0.010504119645437151
1119,"Shakespeare, William",0.2727272727272727,0.5,0.9787234042553192,0.0,0.040909090909090916,0.038461538461538464,0.014492753623188403,0.015481373971940009,0.014298480786416441,0.0014888838418250186,0.024475524475524483,0.022144522144522148,0.0128175495366771,0.015421686746987953,0.013861273646537522,0.0,0.029562982005141382,0.008718195541359471,0.015384615384615384,0.02534265297356398
1120,"Shakespeare, William",0.2727272727272727,0.5,0.946808510638298,0.0,0.03636363636363636,0.034188034188034185,0.009661835748792268,0.010159651669085631,0.01966041108132261,0.002397355338531809,0.026806526806526808,0.024475524475524483,0.014869758287631412,0.010120481927710845,0.006703402829063228,0.0,0.026992287917737792,0.004419260977050471,0.015384615384615384,0.010426022101604905
1121,"Shakespeare, William",0.09090909090909093,0.0,0.7978723404255319,0.0,0.031818181818181815,0.02991452991452992,0.07246376811594203,0.016932752781809383,0.007149240393208221,0.0006056476644711937,0.01981351981351981,0.01981351981351981,0.01460360152129604,0.016867469879518072,0.0065897858319604605,0.01411290322580645,0.021850899742930592,0.007525870178739417,0.0,0.02288258034284821
1122,"Shakespeare, William",0.2727272727272727,0.5,0.946808510638298,0.0,0.054545454545454536,0.05128205128205129,0.009661835748792268,0.057087566521528785,0.021447721179624662,2.523531935296646e-05,0.08275058275058275,0.08158508158508157,0.021943924971808398,0.058795180722891575,0.012497869681304322,0.0020161290322580645,0.03598971722365038,0.01317027281279398,0.015384615384615384,0.017454801046507085
1123,"Shakespeare, William",0.2727272727272727,0.5,0.946808510638298,0.0,0.03636363636363636,0.034188034188034185,0.009661835748792268,0.03483309143686502,0.0160857908847185,0.0,0.02331002331002331,0.02097902097902098,0.014540564392427138,0.034698795180722886,0.010055104243594841,0.0,0.028277634961439587,0.009122929838762606,0.015384615384615384,0.01901675192315201
1124,"Shakespeare, William",0.2727272727272727,0.5,0.946808510638298,0.0,0.03636363636363636,0.034188034188034185,0.009661835748792268,0.02757619738751814,0.015192135835567468,0.0,0.02331002331002331,0.02097902097902098,0.018595953016326616,0.026987951807228915,0.01993978299153553,0.010080645161290322,0.03727506426735218,0.011551335623181431,0.015384615384615384,0.02311687297434496
1125,"Shakespeare, William",0.2727272727272727,0.5,0.9787234042553192,0.0,0.040909090909090916,0.038461538461538464,0.0,0.01983551040154814,0.015192135835567468,0.00017664723547076492,0.025641025641025644,0.02331002331002331,0.0160954802378601,0.019759036144578312,0.009771061750837924,0.006048387096774193,0.03598971722365038,0.010249622612614584,0.015384615384615384,0.022570190167519228
1126,"Shakespeare, William",0.2727272727272727,0.5,0.946808510638298,0.0,0.031818181818181815,0.02991452991452992,0.009661835748792268,0.028059990324141262,0.015192135835567468,0.0,0.022144522144522148,0.01981351981351981,0.014645626273875313,0.02795180722891566,0.00931659376242686,0.004032258064516129,0.028277634961439587,0.008138441007241462,0.015384615384615384,0.0226873364832676
1127,"Shakespeare, William",0.2727272727272727,0.5,0.946808510638298,0.0,0.03636363636363636,0.034188034188034185,0.009661835748792268,0.022738268021286888,0.017873100983020553,0.0012870012870012874,0.02797202797202797,0.025641025641025644,0.020445042129814458,0.022650602409638555,0.009771061750837924,0.0,0.026992287917737792,0.008477542715876524,0.015384615384615384,0.018157678940997304
1128,"Shakespeare, William",0.2727272727272727,0.5,0.946808510638298,0.0,0.03636363636363636,0.034188034188034185,0.009661835748792268,0.07402031930333818,0.014298480786416441,0.0,0.045454545454545456,0.043123543123543134,0.0212365083033907,0.07421686746987953,0.010452763733454523,0.0,0.03213367609254498,0.01297337504648975,0.015384615384615384,0.0149556796438752
1129,"Shakespeare, William",0.2727272727272727,0.5,0.946808510638298,0.0,0.03636363636363636,0.034188034188034185,0.009661835748792268,0.014997581035316884,0.017873100983020553,0.0014636485224720519,0.026806526806526808,0.024475524475524483,0.013006660923283814,0.015421686746987953,0.008691700278361643,0.0,0.026992287917737792,0.006541381347218272,0.015384615384615384,0.00831738841813425
1130,"Shakespeare, William",0.2727272727272727,0.5,0.946808510638298,0.0,0.01818181818181818,0.021367521367521368,0.009661835748792268,0.0382196419932269,0.01966041108132261,0.0013879425644131526,0.016317016317016316,0.013986013986013988,0.0203679967500858,0.03855421686746988,0.014486167130602738,0.036290322580645164,0.026992287917737792,0.012645212102649371,0.015384615384615384,0.018860556835487523
1131,"Shakespeare, William",0.2727272727272727,0.5,0.946808510638298,0.0,0.031818181818181815,0.02991452991452992,0.009661835748792268,0.028059990324141262,0.016979445933869526,0.0,0.02097902097902098,0.01864801864801865,0.01832279212456137,0.02795180722891566,0.009259785263875477,0.0,0.021850899742930592,0.015259576888577743,0.015384615384615384,0.021711117185364517
1132,"Shakespeare, William",0.2727272727272727,0.5,0.946808510638298,0.0,0.03636363636363636,0.034188034188034185,0.009661835748792268,0.02564102564102564,0.017873100983020553,0.0,0.02331002331002331,0.02097902097902098,0.013342858943917969,0.025542168674698797,0.008578083281258876,0.0,0.026992287917737792,0.009735500667264651,0.015384615384615384,0.013745167714475379
1133,"Shakespeare, William",0.2727272727272727,0.5,0.946808510638298,0.0,0.031818181818181815,0.02991452991452992,0.009661835748792268,0.040638606676342524,0.013404825737265414,0.0,0.022144522144522148,0.01981351981351981,0.01668382677396987,0.04048192771084338,0.011077657217519741,0.0,0.021850899742930592,0.015489290949266009,0.015384615384615384,0.02354640946542231
1134,"Shakespeare, William",0.2727272727272727,0.5,0.946808510638298,0.0,0.03636363636363636,0.034188034188034185,0.009661835748792268,0.02951136913401064,0.013404825737265414,0.00025235319352966416,0.02331002331002331,0.02097902097902098,0.014008250859756396,0.02939759036144578,0.013293188661023688,0.006048387096774193,0.023136246786632387,0.013257782931151416,0.015384615384615384,0.02471787262290601
1135,"Shakespeare, William",0.2727272727272727,0.5,0.946808510638298,0.0,0.03636363636363636,0.034188034188034185,0.009661835748792268,0.0362844702467344,0.015192135835567468,0.0,0.02331002331002331,0.02097902097902098,0.010457159266808149,0.03614457831325301,0.006476168834857693,0.004032258064516129,0.028277634961439587,0.008685379246975431,0.015384615384615384,0.019407239642313247
1136,"Shakespeare, William",0.2727272727272727,0.5,0.946808510638298,0.0,0.03636363636363636,0.034188034188034185,0.009661835748792268,0.028059990324141262,0.017873100983020553,5.047063870593281e-05,0.02331002331002331,0.02097902097902098,0.013237797062469794,0.02795180722891566,0.009202976765324092,0.008064516129032258,0.03084832904884318,0.012174845216478157,0.015384615384615384,0.020344410168300204
1137,"Shakespeare, William",0.2727272727272727,0.5,0.2340425531914893,0.0,0.013636363636363636,0.012820512820512822,0.0,0.002902757619738752,0.009830205540661306,0.0004542357483533954,0.010489510489510492,0.00815850815850816,0.00018911138660671146,0.002891566265060241,0.0027836164290177805,0.0,0.016709511568123392,0.0010063663611105033,0.015384615384615384,0.0021086336834706546
119,"Twain, Mark",0.09090909090909093,0.0,0.13829787234042554,0.0,0.0,0.0,0.05314009661835748,0.03967102080309628,0.14030384271671134,0.05857117621823504,0.10722610722610723,0.10722610722610723,0.04952617091466874,0.03903614457831325,0.06760211327614611,0.21370967741935484,0.34061696658097684,0.014767332472817168,0.0,0.06603147331016439
1213,"Twain, Mark",0.1818181818181818,0.0,0.07446808510638298,0.0,0.0,0.0,0.0676328502415459,0.016932752781809383,0.0160857908847185,0.019027430792136674,0.01282051282051282,0.01282051282051282,0.0074663977082501595,0.016867469879518072,0.005737658353689712,0.02217741935483871,0.010282776349614392,0.003467588439913365,0.0,0.008981217540708344
1219,"Meredith, George",0.1818181818181818,0.0,0.10106382978723404,0.0,0.0,0.0,0.0676328502415459,0.001451378809869376,0.0008936550491510271,5.047063870593281e-05,0.01165501165501166,0.01165501165501166,0.005176048692679989,0.0014457831325301205,0.006760211327614611,0.02217741935483871,0.010282776349614392,0.002154936664551839,0.0,0.006560193681908704
12842,"Shakespeare, William",0.09090909090909093,0.0,0.07446808510638298,0.0,0.0,0.0,0.05797101449275361,0.0004837929366231253,0.0008936550491510271,0.00010094127741186572,0.01282051282051282,0.01282051282051282,0.0037472071049848357,0.01108433734939759,0.000965744475373516,0.02620967741935484,0.016709511568123392,0.0011813865978253734,0.0,0.004022023507360693
1396,"Lytton, Edward Bulwer Lytton, Baron",0.09090909090909093,0.0,0.05319148936170212,0.0,0.0,0.0,0.05797101449275361,0.0,0.0160857908847185,0.17001034648093472,0.3682983682983683,0.3671328671328672,0.04751598691629369,0.0,0.05913764699198999,0.08870967741935484,0.04241645244215938,0.011365376621671879,0.0,0.08590729821547112
14195,"Lytton, Edward Bulwer Lytton, Baron",0.09090909090909093,0.0,0.0797872340425532,0.0,0.0,0.0,0.06038647342995169,0.0004837929366231253,0.0008936550491510271,0.00436571024806319,0.017482517482517484,0.017482517482517484,0.00400635974589033,0.0004819277108433735,0.004317445889905129,0.028225806451612906,0.0012853470437017985,0.0005359994749392898,0.0,0.007067827716818307
142,"Twain, Mark",0.09090909090909093,0.0,0.05319148936170212,0.0,0.0,0.0,0.05555555555555555,0.0,0.09204647006255584,0.041915865445277214,0.10372960372960373,0.10372960372960373,0.031406498427573835,0.0,0.030449355223541436,0.09879032258064516,0.06940874035989716,0.010227745083025224,0.0,0.048615721035573434
1500,"Shakespeare, William",0.3636363636363637,1.0,0.9574468085106382,1.0,0.002272727272727273,0.002136752136752137,0.033816425120772944,0.09917755200774067,0.018766756032171584,0.00030282383223559703,0.0011655011655011677,0.0011655011655011677,0.012152157620838672,0.10024096385542168,0.01437255013349997,0.0,0.006426735218508995,0.006825789231879937,0.030769230769230767,0.014682338240462337
1501,"Shakespeare, William",0.3636363636363637,1.0,0.9574468085106382,1.0,0.002272727272727273,0.002136752136752137,0.033816425120772944,0.11417513304305756,0.0160857908847185,0.00030282383223559703,0.0011655011655011677,0.0011655011655011677,0.015177939806546057,0.11373493975903612,0.01380446514798614,0.0,0.019280205655526992,0.009571419195344462,0.030769230769230767,0.01925104455464876
1502,"Shakespeare, William",0.3636363636363637,1.0,0.9574468085106382,1.0,0.002272727272727273,0.002136752136752137,0.033816425120772944,0.10595065312046444,0.0160857908847185,0.00030282383223559703,0.0011655011655011677,0.0011655011655011677,0.015177939806546057,0.1055421686746988,0.01278191217406124,0.0,0.029562982005141382,0.00979019449123805,0.030769230769230767,0.019524385958061614
1503,"Shakespeare, William",0.3636363636363637,1.0,0.24468085106382975,1.0,0.002272727272727273,0.002136752136752137,0.024154589371980676,0.1262699564586357,0.014298480786416441,0.0018674136321195146,0.0,0.0,0.01737723519152781,0.12578313253012047,0.012043401692893257,0.0,0.008997429305912595,0.009855827080006126,0.030769230769230767,0.022062556132609632
1504,"Shakespeare, William",0.3636363636363637,1.0,0.9574468085106382,1.0,0.002272727272727273,0.002136752136752137,0.033816425120772944,0.0440251572327044,0.014298480786416441,0.00032805915158856344,0.0011655011655011677,0.0011655011655011677,0.009140383685991049,0.043855421686746984,0.006817019826165994,0.012096774193548387,0.01413881748071979,0.004944321687195082,0.030769230769230767,0.013315631223398024
1505,"Shakespeare, William",0.3636363636363637,1.0,0.9574468085106382,1.0,0.002272727272727273,0.002136752136752137,0.033816425120772944,0.009192065795839382,0.0160857908847185,0.00035329447094152984,0.01981351981351981,0.01981351981351981,0.0022062995104116323,0.009156626506024095,0.006760211327614611,0.0,0.006426735218508995,0.00889321577807434,0.030769230769230767,0.014526143152797844
1506,"Shakespeare, William",0.3636363636363637,1.0,0.9574468085106382,1.0,0.002272727272727273,0.002136752136752137,0.033816425120772944,0.009192065795839382,0.0160857908847185,0.0004794710677063618,0.0011655011655011677,0.0011655011655011677,0.0021922912595518764,0.009156626506024095,0.006760211327614611,0.0020161290322580645,0.006426735218508995,0.007722767945043645,0.030769230769230767,0.013432777539146392
1507,"Shakespeare, William",0.3636363636363637,1.0,0.9574468085106382,1.0,0.002272727272727273,0.002136752136752137,0.033816425120772944,0.0899854862119013,0.0160857908847185,0.00030282383223559703,0.0011655011655011677,0.0011655011655011677,0.010275052005631316,0.08963855421686746,0.00795318979719366,0.0,0.006426735218508995,0.007580564002712814,0.030769230769230767,0.017025264555429732
1508,"Shakespeare, William",0.3636363636363637,1.0,0.24468085106382975,1.0,0.002272727272727273,0.002136752136752137,0.024154589371980676,0.09675858732462506,0.012511170688114387,0.00030282383223559703,0.0,0.0,0.01458258914500641,0.09590361445783133,0.009202976765324092,0.0,0.006426735218508995,0.008215012360804219,0.030769230769230767,0.019992971221055096
1509,"Shakespeare, William",0.3636363636363637,1.0,0.9574468085106382,1.0,0.002272727272727273,0.002136752136752137,0.033816425120772944,0.07256894049346879,0.014298480786416441,0.00032805915158856344,0.0011655011655011677,0.0011655011655011677,0.013496949703375286,0.07228915662650602,0.009543827756632392,0.012096774193548387,0.016709511568123392,0.007055503292568204,0.030769230769230767,0.01624428911710727
1510,"Shakespeare, William",1.0,1.0,0.9574468085106382,1.0,0.002272727272727273,0.002136752136752137,0.033816425120772944,0.06579583938074504,0.0160857908847185,0.00030282383223559703,0.0011655011655011677,0.0011655011655011677,0.016158517366729006,0.06650602409638554,0.009543827756632392,0.0,0.006426735218508995,0.007744645474633004,0.030769230769230767,0.0205006052559647
1511,"Shakespeare, William",0.3636363636363637,1.0,0.9574468085106382,1.0,0.002272727272727273,0.002136752136752137,0.033816425120772944,0.06095791001451379,0.013404825737265414,0.00030282383223559703,0.0011655011655011677,0.0011655011655011677,0.00940654045232642,0.06072289156626505,0.008918934272567175,0.004032258064516129,0.010282776349614392,0.006858605526263975,0.030769230769230767,0.01679097192393299
1512,"Shakespeare, William",0.3636363636363637,1.0,0.9574468085106382,1.0,0.002272727272727273,0.002136752136752137,0.033816425120772944,0.07692307692307693,0.013404825737265414,0.00030282383223559703,0.0011655011655011677,0.0011655011655011677,0.010856394416311206,0.07662650602409637,0.010111912742146224,0.0020161290322580645,0.011568123393316195,0.008324400008751013,0.030769230769230767,0.017571947362255456
1513,"Shakespeare, William",0.3636363636363637,1.0,0.24468085106382975,1.0,0.002272727272727273,0.002136752136752137,0.026570048309178744,0.1088534107402032,0.009830205540661306,0.00030282383223559703,0.0,0.0,0.014190358120933229,0.10843373493975902,0.01073680622621144,0.0,0.023136246786632387,0.010030847316720996,0.030769230769230767,0.02409309227224804
1514,"Shakespeare, William",0.3636363636363637,1.0,0.24468085106382975,1.0,0.002272727272727273,0.002136752136752137,0.024154589371980676,0.06966618287373004,0.01161751563896336,0.00030282383223559703,0.0,0.0,0.006065572622274518,0.06939759036144577,0.008634891779810258,0.006048387096774193,0.008997429305912595,0.004823995274453609,0.030769230769230767,0.0171424108711781
1515,"Shakespeare, William",0.3636363636363637,1.0,0.24468085106382975,1.0,0.002272727272727273,0.002136752136752137,0.024154589371980676,0.06676342525399129,0.009830205540661306,0.00030282383223559703,0.0,0.0011655011655011677,0.011577819335588659,0.06650602409638554,0.009600636255183773,0.006048387096774193,0.011568123393316195,0.00708831958695224,0.030769230769230767,0.02112538560662267
1516,"Shakespeare, William",0.3636363636363637,1.0,0.9574468085106382,1.0,0.002272727272727273,0.002136752136752137,0.033816425120772944,0.09046927914852444,0.013404825737265414,0.00030282383223559703,0.002331002331002332,0.0034965034965034995,0.014092300364914934,0.09012048192771084,0.010850423223314207,0.0020161290322580645,0.016709511568123392,0.007503992649150058,0.030769230769230767,0.02061775157171307
1517,"Shakespeare, William",0.09090909090909093,0.5,0.2712765957446809,1.0,0.002272727272727273,0.002136752136752137,0.05072463768115942,0.11223996129656506,0.0679177837354781,0.00035329447094152984,0.0034965034965034995,0.0034965034965034995,0.01846987875858881,0.1127710843373494,0.007725955802988126,0.028225806451612906,0.05141388174807197,0.006607013935986349,0.0,0.027451286657034637
1518,"Shakespeare, William",0.3636363636363637,1.0,0.9574468085106382,1.0,0.002272727272727273,0.002136752136752137,0.033816425120772944,0.08369617803580068,0.013404825737265414,0.002397355338531809,0.0011655011655011677,0.0011655011655011677,0.015360047067722888,0.0833734939759036,0.010623189229108676,0.0,0.010282776349614392,0.006672646524754425,0.030769230769230767,0.020383458940216332
1519,"Shakespeare, William",0.3636363636363637,1.0,0.24468085106382975,1.0,0.002272727272727273,0.002136752136752137,0.024154589371980676,0.06627963231736816,0.009830205540661306,0.00030282383223559703,0.0,0.0,0.015283001687994228,0.0655421686746988,0.010850423223314207,0.006048387096774193,0.012853470437017992,0.005545953750902448,0.030769230769230767,0.016595728064352375
1520,"Shakespeare, William",0.3636363636363637,1.0,0.9574468085106382,1.0,0.004545454545454545,0.002136752136752137,0.033816425120772944,0.06724721819061441,0.012511170688114387,0.00030282383223559703,0.016317016317016316,0.016317016317016316,0.015409075945732034,0.06698795180722891,0.01073680622621144,0.0,0.026992287917737792,0.005633463869259885,0.030769230769230767,0.021086336834706548
1521,"Shakespeare, William",0.3636363636363637,1.0,0.24468085106382975,1.0,0.002272727272727273,0.002136752136752137,0.024154589371980676,0.08176100628930817,0.009830205540661306,0.0021197668256491787,0.0,0.0,0.014967816043649709,0.08578313253012047,0.015111060614667953,0.0,0.010282776349614392,0.007613380297096852,0.030769230769230767,0.02190636104494513
1522,"Shakespeare, William",0.3636363636363637,1.0,0.24468085106382975,1.0,0.002272727272727273,0.002136752136752137,0.024154589371980676,0.08659893565553943,0.009830205540661306,0.002271178741766977,0.0,0.0,0.013609015710253336,0.08674698795180723,0.00795318979719366,0.0,0.01413881748071979,0.004813056509658929,0.030769230769230767,0.017767191221836072
1523,"Shakespeare, William",0.3636363636363637,1.0,0.24468085106382975,1.0,0.002272727272727273,0.002136752136752137,0.024154589371980676,0.07982583454281568,0.009830205540661306,0.0009589421354127236,0.0,0.0,0.013349863069347843,0.07903614457831325,0.009941487246492074,0.0,0.012853470437017992,0.006333544816119364,0.030769230769230767,0.02061775157171307
1524,"Shakespeare, William",0.3636363636363637,1.0,0.24468085106382975,1.0,0.002272727272727273,0.002136752136752137,0.024154589371980676,0.1296565070149976,0.01161751563896336,0.00030282383223559703,0.0,0.0,0.018946159287820532,0.12915662650602408,0.013406805658126457,0.006048387096774193,0.028277634961439587,0.011781049683869695,0.030769230769230767,0.027295091569370145
1525,"Shakespeare, William",0.3636363636363637,1.0,0.24468085106382975,1.0,0.002272727272727273,0.002136752136752137,0.024154589371980676,0.009192065795839382,0.009830205540661306,0.00030282383223559703,0.0,0.0,0.0,0.009156626506024095,0.004033403397148213,0.0,0.010282776349614392,0.00029534664945634335,0.030769230769230767,0.0006247803506579718
1526,"Shakespeare, William",0.3636363636363637,1.0,0.24468085106382975,1.0,0.002272727272727273,0.002136752136752137,0.026570048309178744,0.08708272859216255,0.009830205540661306,0.00030282383223559703,0.0,0.0,0.014757692280753363,0.08674698795180723,0.011361699710276656,0.0,0.010282776349614392,0.007274278588461791,0.030769230769230767,0.020188215080635712
1527,"Shakespeare, William",0.3636363636363637,1.0,0.9574468085106382,1.0,0.002272727272727273,0.002136752136752137,0.033816425120772944,0.08756652152878568,0.01161751563896336,0.00030282383223559703,0.0011655011655011677,0.0011655011655011677,0.014778704657042997,0.08722891566265059,0.011361699710276656,0.0,0.01413881748071979,0.009155746133146646,0.030769230769230767,0.0215158733257839
1528,"Shakespeare, William",0.3636363636363637,1.0,0.24468085106382975,1.0,0.002272727272727273,0.002136752136752137,0.024154589371980676,0.11223996129656506,0.010723860589812331,0.00030282383223559703,0.0,0.0,0.020045806980311404,0.11180722891566264,0.02124637845821735,0.004032258064516129,0.016709511568123392,0.011529458093592073,0.030769230769230767,0.0231949705181772
